 4, 8, 8, 8, 8, 8, 8, 8,
 8, 8, 8, 8, 8, 8, 8,16,
 8, 8, 8, 8, 8, 8,16,16,
 8, 8, 8, 8, 8,16,16,16,
 8, 8, 8, 8,16,16,16,16,
 8, 8, 8,16,16,16,16,32,
 8, 8,16,16,16,16,32,32,
 8,16,16,16,16,32,32,32
